source_sku,relationship_type,target_sku,requirement,evidence,source_page,confidence,review_required
K-5402IN-ZZ-0,included_component,K-76395IN-ZZ-0,included,Veil® wall hung intelligent toilet (K-76395IN-ZZ-0),6,high,true
K-5402IN-ZZ-0,included_component,K-18647IN-NA,included,Hydro-tower 500 in-wall tank with frame (K-18647IN-NA),6,high,true
K-5402IN-ZZ-0,requires,K-1549469,mandatory,External Pre-filter (K-1549469),6,high,true
K-5401IN-0,requires,K-1549469,mandatory,External Pre-filter (K-1549469),6,high,true
K-38519IN-0/K-28362IN-2-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,false
K-38519IN-0/K-28362IN-2-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,true
K-26995IN-2-0/K-28820IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,false
K-26995IN-2-0/K-28820IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,true
K-28786IN-0/K-4108IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,false
K-28786IN-0/K-4108IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,true
K-27792IN-0/K-32387IN-0,requires,K-1549469,mandatory,External Pre-filter (K-1549469),6,high,true
K-31014IN-0/K-8297IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,false
K-31014IN-0/K-8297IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),6,high,true
K-28362IN-2-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,false
K-28362IN-2-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,true
K-28820IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,false
K-28820IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,true
K-4108IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,false
K-4108IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,true
K-32387IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,false
K-32387IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,true
K-8297IN-0,requires,K-1063956,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,false
K-8297IN-0,requires,K-1549469,mandatory,Electronic Bidet Installation Kit (K-1063956) & External Pre-Filter (K-1549469),7,high,true
K-29958IN-0,included_component,K-4187IN-WD-0,included,Patio™ wall hung (K-4187IN-WD-0 | 10614IN-0),8,high,true
K-27791IN-WAF-0,included_component,K-27903IN-WAF-0,included,ModernLife Edge® decorative wall hung bowl only (K-27903IN-WAF-0),9,high,true
K-27791IN-WAF-0,included_component,K-27904IN-SS-0,included,ModernLife Edge® Quiet-Close™ UF seat (K-27904IN-SS-0),9,high,true
K-27791IN-WAF-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),9,high,false
K-27791IN-WRGD-0,included_component,K-27903IN-WRGD-0,included,ModernLife Edge® decorative wall hung bowl only (K-27903IN-WRGD-0),9,high,true
K-27791IN-WRGD-0,included_component,K-27904IN-SS-0,included,ModernLife Edge® Quiet-Close™ UF seat (K-27904IN-SS-0),9,high,true
K-27791IN-WRGD-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),9,high,false
K-27791IN-HL1,included_component,K-27903IN-2-HL1,included,ModernLife Edge® wall hung bowl w/o seat (K-27903IN-2-HL1),9,high,true
K-27791IN-HL1,included_component,K-27904IN-HL1,included,ModernLife Edge® Quiet-Close™ UF seat (K-27904IN-HL1),9,high,true
K-27791IN-HL1,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),9,high,false
K-27791IN-HB1,included_component,K-27903IN-2-HB1,included,ModernLife Edge® wall hung bowl w/o seat (K-27903IN-2-HB1),10,high,true
K-27791IN-HB1,included_component,K-27904IN-HB1,included,ModernLife Edge® Quiet-Close™ UF seat (K-27904IN-HB1),10,high,true
K-27791IN-HB1,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-27791IN-HP1,included_component,K-27903IN-2-HP1,included,ModernLife Edge® wall hung bowl w/o seat (K-27903IN-2-HP1),10,high,true
K-27791IN-HP1,included_component,K-27904IN-HP1,included,ModernLife Edge® Quiet-Close™ UF seat (K-27904IN-HP1),10,high,true
K-27791IN-HP1,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-27791IN-0,included_component,K-27903IN-2SS-0,included,ModernLife Edge® wall hung bowl w/o seat (K-27903IN-2SS-0),10,high,true
K-27791IN-0,included_component,K-27904IN-SS-0,included,ModernLife Edge® Quiet-Close™ UF seat (K-27904IN-SS-0),10,high,true
K-27791IN-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-75708IN-7,included_component,K-31539IN-7,included,Veil® wall hung rimless bowl in black (K-31539IN-7),10,high,true
K-75708IN-7,included_component,K-77471IN-7,included,Veil® wall hung Quiet-Close™ UF seat in black (K-77471IN-7),10,high,true
K-75708IN-7,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-75708IN-SS-0,included_component,K-31539IN-SS-0,included,Veil® wall hung bowl only in white (K-31539IN-SS-0),10,high,true
K-75708IN-SS-0,included_component,K-77070IN-SS-0,included,Veil® wall hung Quiet-Close™ UF seat in white (K-77070IN-SS-0),10,high,true
K-75708IN-SS-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-26994IN-HB1/K-26994IN-2-HB1,included_component,K-21748IN-HB1,included,Brazn® wall hung bowl w/o seat in honed black (K-21748IN-HB1/,10,high,true
K-26994IN-HB1/K-26994IN-2-HB1,included_component,K-21128IN-HB1,included,Brazn® Quiet-Close™ round UF seat in honed black (K-21128IN-HB1),10,high,true
K-26994IN-HB1/K-26994IN-2-HB1,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-26994IN-0/K-26994IN-2-0,included_component,K-21128IN-0,included,Brazn® Quiet-Close™ round UF seat in white (K-21128IN-0),10,high,true
K-26994IN-0/K-26994IN-2-0,included_component,K-21748IN-2-0,included,Brazn® wall hung toilet-round in white (K-21748IN-2-0/K-21748IN-0),10,high,true
K-26994IN-0/K-26994IN-2-0,included_component,K-21748IN-0,included,Brazn® wall hung toilet-round in white (K-21748IN-2-0/K-21748IN-0),10,high,true
K-26994IN-0/K-26994IN-2-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-26998IN-TKB,included_component,K-28780IN-TKB,included,Vive® wall hung bowl w/o seat in teakberry (K-28780IN-TKB),10,high,true
K-26998IN-TKB,included_component,K-28781IN-TKB,included,Vive® Quiet-Close™ UF slim seat in teakberry (K-28781IN-TKB),10,high,true
K-26998IN-TKB,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-38991IN-K4,included_component,K-28780IN-K4,included,Vive® wall hung bowl w/o seat in cashmere (K-28780IN-K4)                                   (incl of all taxes),10,high,true
K-38991IN-K4,included_component,K-33818IN-K4,included,Vive® Quiet-Close™ round PP seat in cashmere (K-33818IN-K4),10,high,true
K-38991IN-K4,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),10,high,false
K-26998IN-7/K-28780IN-7,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),11,high,false
K-26998IN-0,included_component,K-28780IN-0,included,Vive® wall hung bowl w/o seat in white (K-28780IN-0)                                      (incl of all taxes),11,high,true
K-26998IN-0,included_component,K-28781IN-0,included,Vive® Quiet-Close™ UF slim seat in white (K-28781IN-0),11,high,true
K-26998IN-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),11,high,false
K-33677IN-0,included_component,K-33678IN-0,included,Ridge™ with REV360™ square wall hung bowl w/o seat (K-33678IN-0),11,high,true
K-33677IN-0,included_component,K-41652IN-0,included,Ridge™ with REV360™ Quiet-Close™ square UF seat (K-41652IN-0),11,high,true
K-33677IN-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),11,high,false
K-28922IN-S-7,included_component,K-28921IN-0,included,Spacity wall hung toilet w/o seat (K-28921IN-0),12,high,true
K-28922IN-S-7,included_component,K-28924IN-0,included,Spacity Quiet-Close™ slim seat (K-28924IN-0 ),12,high,true
K-28922IN-S-7,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-28922IN-S-0,included_component,K-28921IN-0,included,Spacity wall hung toilet w/o seat (K-28921IN-0),12,high,true
K-28922IN-S-0,included_component,K-28924IN-0,included,Spacity Quiet-Close™ slim seat (K-28924IN-0),12,high,true
K-28922IN-S-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-38989IN-K4,included_component,K-20218IN-K4,included,Trace® wall hung bowl w/o seat in cashmere (K-20218IN-K4),12,high,true
K-38989IN-K4,included_component,K-33819IN-K4,included,Trace™ Quiet-Close™ round PP seat in cashmere (K-33819IN-K4),12,high,true
K-38989IN-K4,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-20217IN-S-7,included_component,K-20218IN-7,included,Trace® wall hung bowl w/o seat in black (K-20218IN-7),12,high,true
K-20217IN-S-7,included_component,K-20219IN-UF-7,included,Trace™ Quiet-Close™ round UF seat in black (K-20219IN-UF-7),12,high,true
K-20217IN-S-7,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-20217IN-S-0,included_component,K-20218IN-0,included,Trace® wall hung bowl w/o seat (K-20218IN-0),12,high,true
K-20217IN-S-0,included_component,K-20219IN-UF-0,included,Trace™ Quiet-Close™ round UF seat (K-20219IN-UF-0),12,high,true
K-20217IN-S-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-32410IN-K4,included_component,K-32427IN-K4,included,APT™ square wall hung bowl w/o seat (K-32427IN-K4),12,high,true
K-32410IN-K4,included_component,K-32407IN-K4,included,APT™ square PP seat (K-32407IN-K4),12,high,true
K-32410IN-K4,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-32409IN-7,included_component,K-32427IN-7,included,APT™ square wall hung bowl w/o seat (K-32427IN-7),12,high,true
K-32409IN-7,included_component,K-32407IN-7,included,Brink/APT™ square UF seat (K-32407IN-7),12,high,true
K-32409IN-7,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-32409IN-0,included_component,K-33679IN-0,included,Brink/APT™ square UF seat (K-33679IN-0),12,high,true
K-32409IN-0,included_component,K-32427IN-0,included,APT™ square wall hung bowl w/o seat (K-32427IN-0),12,high,true
K-32409IN-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-29150IN-K4,included_component,K-29278IN-K4,included,APT™ round wall hung bowl w/o seat (K-29278IN-K4),12,high,true
K-29150IN-K4,included_component,K-29277IN-K4,included,APT™ round PP seat (K-29277IN-K4),12,high,true
K-29150IN-K4,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),12,high,false
K-30306IN-7,included_component,K-29278IN-7,included,APT™ round wall hung bowl w/o seat (K-29278IN-7),13,high,true
K-30306IN-7,included_component,K-30111IN-7,included,APT™ round UF seat (K-30111IN-7),13,high,true
K-30306IN-7,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),13,high,false
K-30306IN-0,included_component,K-30111IN-0,included,APT™ round UF seat (K-30111IN-0),13,high,true
K-30306IN-0,included_component,K-29278IN-0,included,APT™ round wall hung bowl w/o seat (K-29278IN-0),13,high,true
K-30306IN-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),13,high,false
K-28778IN-0,included_component,K-29172IN-0,included,Span-square wall hung bowl (K-29172IN-0)                                               (incl of all taxes),13,high,true
K-28778IN-0,included_component,K-8196IN-0,included,Pureclean™ Quiet-Close™ square-front bidet toilet seat (K-8196IN-0),13,high,false
K-28778IN-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),13,high,false
K-29174IN-S-0,included_component,K-29172IN-0,included,Span-square wall hung bowl (K-29172IN-0)                                               (incl of all taxes),13,high,true
K-29174IN-S-0,included_component,K-29173IN-0,included,Span-square Quiet-Close™ seat (K-29173IN-0),13,high,true
K-29174IN-S-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),13,high,false
K-18131IN-S-0,included_component,K-4187IN-WD-0,included,Patio™ wallhung bowl w/flush diverter (K-4187IN-WD-0),13,high,true
K-18131IN-S-0,included_component,K-10614IN-0,included,Patio™ Quiet-Close™ toilet seat (K-10614IN-0),13,high,true
K-18131IN-S-0,requires,K-1527926,mandatory,Plastic outlet connector (K-1527926),13,high,false
K-2749T-1-0,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain with overflow hole (K-45432IN-CP)",34,high,false
K-2749T-1-0,requires,K-45432IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain with overflow hole (K-45432IN-CP)",34,high,false
K-28782IN-0,requires,K-32485IN-NA,mandatory,K-32485IN-NA drain and K-75823IN-CP bottle trap 350mm,34,high,true
K-28782IN-0,requires,K-75823IN-CP,mandatory,K-32485IN-NA drain and K-75823IN-CP bottle trap 350mm,34,high,false
K-30686IN-0,requires,K-30685IN-CP,mandatory,"Bottle trap assembly for Sveda (K-30685IN-CP), hidden drain (K-32485IN-NA)",34,high,false
K-30686IN-0,requires,K-32485IN-NA,mandatory,"Bottle trap assembly for Sveda (K-30685IN-CP), hidden drain (K-32485IN-NA)",34,high,true
K-20705-0,requires,K-7120IN-CP,mandatory,Clicker drain (K-7120IN-CP),34,high,false
K-20703-0,requires,K-7124-A-CP,mandatory,Clicker Drain (K-7124-A-CP),34,high,true
K-20704-0,requires,K-7120IN-CP,mandatory,Clicker drain (K-7120IN-CP),34,high,false
K-75375IN-0,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (20746IN-CP/24740IN-0)",34,high,false
K-21226IN-WAF-0,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid Drain (K-20746IN-CP)",34,high,false
K-21226IN-WAF-0,requires,K-20746IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid Drain (K-20746IN-CP)",34,high,false
K-21226IN-WRGD-0,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid Drain (K-20746IN-CP)",34,high,false
K-21226IN-WRGD-0,requires,K-20746IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid Drain (K-20746IN-CP)",34,high,false
K-21226IN-HL1,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP)",34,high,false
K-21226IN-HL1,requires,K-20746IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP)",34,high,false
K-21226IN-HB1,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP)",35,high,false
K-21226IN-HB1,requires,K-20746IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP)",35,high,false
K-21226IN-HP1,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP)",35,high,false
K-21226IN-HP1,requires,K-20746IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP)",35,high,false
K-21226IN-SS-0,requires,K-24740IN-0,mandatory,K-24740IN-0 and K-75823IN-CP drain and bottle trap 350mm,35,high,false
K-21226IN-SS-0,requires,K-75823IN-CP,mandatory,K-24740IN-0 and K-75823IN-CP drain and bottle trap 350mm,35,high,false
K-30109IN-HP1,requires,K-32485IN-NA,mandatory,K-32485IN-NA hidden drain & Bottle trap assembly,35,high,true
K-30109IN-0,requires,K-32485IN-NA,mandatory,K-32485IN-NA hidden drain and bottle trap assembly,35,high,true
K-31343IN-SS-0,requires,K-75823IN-CP,mandatory,K-75823IN-CP bottle trap,35,high,false
K-21060IN-HB1,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",35,high,false
K-21060IN-HB1,requires,K-45432IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",35,high,false
K-21060IN-0,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",35,high,false
K-21060IN-0,requires,K-45432IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",35,high,false
K-77171IN-7,requires,K-24740IN-7,mandatory,"Ceramic drain, without overflow (K-24740IN-7)",35,high,false
K-77171IN-0,requires,K-24740IN-0,mandatory,"Ceramic drain, without overflow (K-24740IN-0)",35,high,false
K-75376IN-1-0,requires,K-24740IN-0,mandatory,"Ceramic drain w/o overflow (K-24740IN-0), Grid drain (K-20746IN-CP/K-24740IN-0)",35,high,false
K-75376IN-1-0,requires,K-20746IN-CP,mandatory,"Ceramic drain w/o overflow (K-24740IN-0), Grid drain (K-20746IN-CP/K-24740IN-0)",35,high,false
K-90011T-0,requires,K-20746IN-CP,mandatory,Grid drain (K-20746IN-CP/K-24740IN-0),35,high,false
K-90011T-0,requires,K-24740IN-0,mandatory,Grid drain (K-20746IN-CP/K-24740IN-0),35,high,false
K-90012T-0,requires,K-20746IN-CP,mandatory,Grid drain (K-20746IN-CP/K-24740IN-0),36,high,false
K-90012T-0,requires,K-24740IN-0,mandatory,Grid drain (K-20746IN-CP/K-24740IN-0),36,high,false
K-5373IN-7,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-5373IN-7,requires,K-45432IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-5373IN-K4,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-5373IN-K4,requires,K-45432IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-5373IN-0,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-5373IN-0,requires,K-45432IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-7,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP/AF/BN/BV/RGD), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-7,requires,K-75823IN-AF,mandatory,"Bottle trap 350mm (K-75823IN-CP/AF/BN/BV/RGD), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-7,requires,K-75823IN-BN,mandatory,"Bottle trap 350mm (K-75823IN-CP/AF/BN/BV/RGD), Grid drain (K-45432IN-CP)",36,high,true
K-2660IN-1-7,requires,K-75823IN-BV,mandatory,"Bottle trap 350mm (K-75823IN-CP/AF/BN/BV/RGD), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-7,requires,K-75823IN-RGD,mandatory,"Bottle trap 350mm (K-75823IN-CP/AF/BN/BV/RGD), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-7,requires,K-45432IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP/AF/BN/BV/RGD), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-0,requires,K-75823IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-2660IN-1-0,requires,K-45432IN-CP,mandatory,"Bottle trap 350mm (K-75823IN-CP), Grid drain (K-45432IN-CP)",36,high,false
K-2661IN-7,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",36,high,false
K-2661IN-7,requires,K-45432IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",36,high,false
K-2661IN-K4,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",36,high,false
K-2661IN-K4,requires,K-45432IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",36,high,false
K-2661IN-0,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",36,high,false
K-2661IN-0,requires,K-45432IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-45432IN-CP)",36,high,false
K-75374IN-1-0,requires,K-20746IN-CP,mandatory,K-20746IN-CP Grid drain and K-75823IN-CP bottle trap 350mm,36,high,false
K-75374IN-1-0,requires,K-75823IN-CP,mandatory,K-20746IN-CP Grid drain and K-75823IN-CP bottle trap 350mm,36,high,false
K-26270IN-0,requires,K-45432IN-CP,mandatory,Grid drain (K-45432IN-CP),36,high,false
K-26249IN-0,requires,K-75823IN-CP,mandatory,"Bottle trap (K-75823IN-CP), Grid drain (K-20746IN-CP/K-24740IN-0)",37,high,false
K-26249IN-0,requires,K-20746IN-CP,mandatory,"Bottle trap (K-75823IN-CP), Grid drain (K-20746IN-CP/K-24740IN-0)",37,high,false
K-26249IN-0,requires,K-24740IN-0,mandatory,"Bottle trap (K-75823IN-CP), Grid drain (K-20746IN-CP/K-24740IN-0)",37,high,false
K-28784IN-K4,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,false
K-28784IN-K4,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,true
K-28784IN-7,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,false
K-28784IN-7,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,true
K-28784IN-TKB,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,false
K-28784IN-TKB,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,true
K-28784IN-0,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,false
K-28784IN-0,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,37,high,true
K-28783IN-TKB,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,false
K-28783IN-TKB,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,true
K-28783IN-K4,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,false
K-28783IN-K4,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,true
K-28783IN-7,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,false
K-28783IN-7,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,true
K-28783IN-0,requires,K-75823IN-CP,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,false
K-28783IN-0,requires,K-32485IN-NA,mandatory,K-75823IN-CP Bottle trap 350mm and K-32485IN-NA Drain,38,high,true
K-76601IN-7,requires,K-20746IN-CP,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-20746IN-AF,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-20746IN-RGD,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-20746IN-BV,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-20746IN-BL,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-75823IN-CP,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-75823IN-AF,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-75823IN-BV,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-7,requires,K-75823IN-RGD,mandatory,K-20746IN-CP/AF/RGD/BV/BL drain and K-75823IN-CP/AF/BV/RGD bottle trap 350mm,38,high,false
K-76601IN-K4,requires,K-24740IN-K4,mandatory,K-24740IN-K4 Drain and K-75823IN-CP/AF/BV/RGD and bottle trap 350mm,38,high,false
K-76601IN-K4,requires,K-75823IN-CP,mandatory,K-24740IN-K4 Drain and K-75823IN-CP/AF/BV/RGD and bottle trap 350mm,38,high,false
K-76601IN-K4,requires,K-75823IN-AF,mandatory,K-24740IN-K4 Drain and K-75823IN-CP/AF/BV/RGD and bottle trap 350mm,38,high,false
K-76601IN-K4,requires,K-75823IN-BV,mandatory,K-24740IN-K4 Drain and K-75823IN-CP/AF/BV/RGD and bottle trap 350mm,38,high,false
K-76601IN-K4,requires,K-75823IN-RGD,mandatory,K-24740IN-K4 Drain and K-75823IN-CP/AF/BV/RGD and bottle trap 350mm,38,high,false
K-76601IN-0,requires,K-24740IN-0,mandatory,K-24740IN-0 and K-75823IN-CP drain and bottle trap 350mm,38,high,false
K-76601IN-0,requires,K-75823IN-CP,mandatory,K-24740IN-0 and K-75823IN-CP drain and bottle trap 350mm,38,high,false
K-76600IN-0,requires,K-24740IN-0,mandatory,K-24740IN-0 Drain and K-75823IN-NA and bottle trap 350mm,38,high,false
K-76600IN-0,requires,K-75823IN-NA,mandatory,K-24740IN-0 Drain and K-75823IN-NA and bottle trap 350mm,38,high,true
K-29024IN-1-0,requires,K-75823IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP/24740IN-0)",38,high,false
K-29024IN-1-0,requires,K-20746IN-CP,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP/24740IN-0)",38,high,false
K-29024IN-1-0,requires,K-24740IN-0,mandatory,"K-75823IN-CP bottle trap 350mm, Grid drain (K-20746IN-CP/24740IN-0)",38,high,false
K-38520IN-K4,requires,K-75823IN-CP,mandatory,K-75823IN-CP and K-20746IN-CP drain and bottle trap 350mm,38,high,false
