sku,product_name,collection,family_id,product_type,domain,category,subcategory,raw_description,raw_catalogue_text,mrp,currency,tax_included,price_note,finish_code,finish_name,colour_name,colour_family,appearance_notes,dimension_raw,width_mm,depth_mm,height_mm,diameter_mm,length_mm,min_width_mm,max_width_mm,min_depth_mm,max_depth_mm,min_height_mm,max_height_mm,dimension_type,trap_type,rough_in_mm,toilet_configuration,flush_type,seat_included,bidet_function,smart_features,basin_type,faucet_hole_count,mounting_type,overflow,material,control_type,faucet_type,drain_included,hand_shower,diverter,spout_type,touchless,sensor_type,shower_type,function_count,outlet_count,power_kw,steam_type,bowl_count,bowl_configuration,tap_hole_count,included_accessories,bath_type,installation_type,shape,hydrotherapy_features,included_components,required_components,order_with_components,compatible_skus,compatibility_notes,is_configurable,configuration_type,configuration_options,orientation,site_dependent,configuration_notes,catalogue_id,catalogue_name,catalogue_year,catalogue_edition,source_page,source_type,extraction_confidence,review_required,review_reason,duplicate_status,duplicate_group,reconciliation_status
K-28778IN-0,Span Square,Span Square,span-square-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Square wall hung toilet with PureClean™ bidet cleansing seat in white,,20200.0,INR,,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Span-square wall hung bowl ()                                               (incl of all taxes; Pureclean™ Quiet-Close™ square-front bidet toilet seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-29174IN-S-0,Span Square,Span Square,span-square-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Square wall hung toilet with Quiet-Close™ seat in white,,14000.0,INR,,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Span-square wall hung bowl ()                                               (incl of all taxes; Span-square Quiet-Close™ seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-18131IN-S-0,Patio™,Patio™,patio-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Wall hung toilet with Quiet-Close™ seat in white,,11500.0,INR,,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patio™ wallhung bowl w/flush diverter; Patio™ Quiet-Close™ toilet seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-17661K-S-0,Patio™,Patio™,patio-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,(incl of all taxes) Exposed Wall Hung Odeon wall hung toilet exposed tank and Quiet-Close™ seat cover,,27600.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-33931IN-P-0,EvoFit+,EvoFit+,,,bathroom,toilets,,Pneumatic in-wall tank with full frame,,14500.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-33931IN-M-0,EvoFit+,EvoFit+,,,bathroom,toilets,,Mechanical in-wall tank with full frame,,14500.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-33929IN-P-0,EvoFit,EvoFit,,,bathroom,toilets,,Pneumatic in-wall tank with half frame,,11200.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-33929IN-M-0,EvoFit,EvoFit,,,bathroom,toilets,,Mechanical in-wall tank with half frame,,11200.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-33926IN-P-0,EvoFlush,EvoFlush,,,bathroom,toilets,,Pneumatic frameless In-wall tank,,7200.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-33926IN-M-0,EvoFlush,EvoFlush,,,bathroom,toilets,,Mechanical frameless In-wall tank,,7200.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-24555IN-P-AF,Soft Press™,Soft Press™,soft-press-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in french gold,,8000.0,INR,True,,AF,,french gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-31538IN-NA,Soft Press™,Soft Press™,,,bathroom,toilets,,Pneumatic flush valve,,7000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-24555IN-P-CP,Soft Press™,Soft Press™,soft-press-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in polished chrome,,3200.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-17661,Soft Press™,Soft Press™,,,bathroom,toilets,,Genuine Accessories Odeon dual flush tank only for use with,,9185.0,INR,True,,,,,,,K-17663IN-0,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-82958,Soft Press™,Soft Press™,,,bathroom,toilets,,"Flange kit, PCV, Intl WC",,3854.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-1066987,Soft Press™,Soft Press™,,,bathroom,toilets,,Curved pipe (S-trap),,2673.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-1042534,Soft Press™,Soft Press™,,,bathroom,toilets,,Floor flange accessory pack,,2453.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-1225108-0,Soft Press™,Soft Press™,,,bathroom,toilets,,Dual support chair bracket for wall hung installation,,2200.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-1331800,Soft Press™,Soft Press™,,,bathroom,toilets,,One piece trap way,,1946.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,14,catalogue,high,False,,unique,,clean
K-1036902,,,,,bathroom,toilets,,Vario pan connector,,1657.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1036901,,,,,bathroom,toilets,,Cario P-trap pipe,,1479.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1224238-IN-0,,,,,bathroom,toilets,,M12 wall bracket for wh installation,,1202.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1572223,,,,,bathroom,toilets,,Drain connector assembly,,950.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1060831,,,,,bathroom,toilets,,"Connector, rubber",,777.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1213309-0,,,,,bathroom,toilets,,M12 rack bolts for wall hung installation,,656.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1527926,,,,,bathroom,toilets,,Connector accessory pack,,371.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-1063956,,,,,bathroom,toilets,,Hardware pack,,292.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-5401,,,,,bathroom,toilets,,M10 installation kit for Veil™,,133.0,INR,True,,,,,,,K-1286731,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-24146IN-7,Summon,Summon,,,bathroom,toilets,,Touchless sensor face plate in black,,35000.0,INR,True,,,,black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-24149IN-F-BN,Skim,Skim,skim-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in black with actuation button in brushed nickel,,13000.0,INR,True,,,,black with actuation button in brushed nickel,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-24149IN-F-BV,Skim,Skim,skim-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in black with actuation button in brushed bronze,,13000.0,INR,True,,BV,,black with actuation button in brushed bronze,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,16,catalogue,high,False,,unique,,clean
K-24151IN-F-BN,Skim,Skim,skim-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in white with actuation button in brushed nickel,,13000.0,INR,True,,,,white with actuation button in brushed nickel,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-24151IN-F-BV,Skim,Skim,skim-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in white with actuation button in brushed bronze,,13000.0,INR,True,,BV,,white with actuation button in brushed bronze,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75891IN-M-BRD,Note™,Note™,note-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in brushed rose gold,,14500.0,INR,True,,BRD,,brushed rose gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75891IN-M-BV,Note™,Note™,note-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in brushed bronze,,9600.0,INR,True,,BV,,brushed bronze,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75890IN-P-RGD,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in rose gold,,7000.0,INR,True,,RGD,,rose gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75890IN-P-BN,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in brushed nickel,,7000.0,INR,True,,,,brushed nickel,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75890IN-P-AF,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in french gold,,7000.0,INR,True,,AF,,french gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75890IN-M-AF,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in french gold,,7000.0,INR,True,,AF,,french gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75890IN-P-BL,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in matte black,,7000.0,INR,True,,BL,,matte black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75891IN-M-0,Note™,Note™,note-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in glossy white,,5400.0,INR,True,,,,glossy white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75891IN-M-7,Note™,Note™,note-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in glossy black,,5400.0,INR,True,,,,glossy black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75891IN-M-CP,Note™,Note™,note-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in polished chrome,,4400.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,17,catalogue,high,False,,unique,,clean
K-75890IN-P-0,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in glossy white,,4300.0,INR,True,,,,glossy white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-75890IN-P-7,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in glossy black,,4300.0,INR,True,,,,glossy black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-33639IN-P-CP,Access,Access,access-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate with sliding front cover and built-in tablet compartment in polished chrome,,4000.0,INR,True,,CP,,tablet compartment in polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-75890IN-P-CP,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in polished chrome,,3100.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-75890IN-M-CP,Lynk™,Lynk™,lynk-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in polished chrome,,3100.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-5413IN-P-CP,Pebble™,Pebble™,pebble-faceplate,faceplate,bathroom,toilets,faceplate,Pneumatic faceplate in polished chrome,,3000.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-5413IN-M-CP,Pebble™,Pebble™,pebble-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in polished chrome,,3000.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-28475IN-M-CP,Summit,Summit,summit-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in polished chrome,,2400.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-28476IN-M-CP,Riviera,Riviera,riviera-faceplate,faceplate,bathroom,toilets,faceplate,Mechanical faceplate in polished chrome,,2200.0,INR,True,,CP,,polished chrome,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,19,catalogue,high,False,,unique,,clean
K-22930IN-NA,,,,mirror,bathroom,mirrors,mirror,Vitality Lighted Mirrors 1016mm perimeter lighted mirror,,60000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,22,catalogue,high,False,,unique,,clean
K-22932IN-NA,,,,mirror,bathroom,mirrors,mirror,1016mm inset lighted mirror,,50000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,22,catalogue,high,False,,unique,,clean
K-22929IN-NA,,,,mirror,bathroom,mirrors,mirror,762mm perimeter lighted mirror,,45000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,22,catalogue,high,False,,unique,,clean
